x,f1,f2,f3,f4,f5,f6,f7,f8
354,0,0,0.42,0.5,0.412,0.5,0.5,0.722005208
355,0,0,0.42,0.5,0.42,0.5,0.5,0.722005208
356,0,0,0.42,0.5,0.42,0.5,0.5,0.723665365
357,0,0,0.42,0.5,0.404,0.5,0.5,0.724348958
358,0,0,0.42,0.5,0.416,0.5,0.5,0.723763021
359,0,0,0.42,0.5,0.42,0.5,0.5,0.723404948
360,0,0,0.42,0.5,0.412,0.5,0.5,0.724772135
361,0,0,0.42,0.5,0.408,0.5,0.5,0.724739583
362,0,0,0.42,0.5,0.42,0.5,0.5,0.723307292
363,0,0,0.42,0.5,0.42,0.5,0.5,0.721516927
364,0,0,0.42,0.5,0.42,0.5,0.5,0.722884115
365,0,0,0.42,0.5,0.42,0.5,0.5,0.720214844
366,0,0,0.42,0.5,0.42,0.5,0.5,0.723111979
367,0,0,0.42,0.5,0.42,0.5,0.5,0.724511719
368,0,0,0.424,0.5,0.42,0.5,0.5,0.723535156
369,0,0,0.424,0.5,0.42,0.5,0.5,0.724641927
370,0,0,0.424,0.5,0.42,0.5,0.5,0.72421875
371,0,0,0.424,0.5,0.42,0.5,0.5,0.723632813
372,0,0,0.424,0.5,0.42,0.5,0.5,0.724576823
373,0,0,0.424,0.5,0.42,0.5,0.5,0.722949219
374,0,0,0.424,0.5,0.42,0.5,0.5,0.724609375
375,0,0,0.424,0.5,0.42,0.5,0.5,0.724153646
376,0,0,0.42,0.5,0.42,0.5,0.5,0.725325521
377,0,0,0.424,0.5,0.42,0.5,0.5,0.723828125
378,0,0,0.424,0.5,0.42,0.5,0.5,0.724641927
379,0,0,0.424,0.5,0.42,0.5,0.5,0.724902344
380,0,0,0.424,0.5,0.42,0.5,0.5,0.725032552
381,0,0,0.424,0.5,0.42,0.5,0.5,0.72516276
382,0,0,0.428,0.5,0.42,0.5,0.5,0.724641927
383,0,0,0.428,0.5,0.42,0.5,0.5,0.724479167
384,0,0,0.428,0.5,0.42,0.5,0.5,0.724772135
385,0,0,0.428,0.5,0.42,0.5,0.5,0.725227865
386,0,0,0.428,0.5,0.42,0.5,0.5,0.725097656
387,0,0,0.428,0.5,0.42,0.5,0.5,0.726074219
388,0,0,0.428,0.5,0.42,0.5,0.5,0.726529948
389,0,0,0.428,0.5,0.42,0.5,0.5,0.726302083
390,0,0,0.424,0.5,0.42,0.5,0.5,0.725390625
391,0,0,0.42,0.5,0.42,0.5,0.5,0.726204427
392,0,0,0.424,0.5,0.416,0.5,0.5,0.726888021
393,0,0,0.424,0.5,0.412,0.5,0.5,0.722688802
394,0,0,0.424,0.5,0.412,0.5,0.5,0.715950521
395,0,0,0.424,0.5,0.42,0.5,0.5,0.709016927
396,0,0,0.424,0.5,0.42,0.5,0.5,0.704654948
397,0,0,0.424,0.5,0.42,0.5,0.5,0.699902344
398,0,0,0.428,0.5,0.42,0.5,0.5,0.695117188
399,0,0,0.428,0.5,0.42,0.5,0.5,0.69156901
400,0,0,0.428,0.5,0.42,0.5,0.5,0.687825521
401,0,0,0.428,0.5,0.416,0.5,0.5,0.684570313
402,0,0,0.428,0.5,0.416,0.5,0.5,0.681673177
403,0,0,0.428,0.5,0.416,0.5,0.5,0.680240885
404,1,0,0.428,0.496,0.388,0.496,0.496,0.678125
405,1,0,0.428,0.496,0.416,0.496,0.496,0.68030599
406,1,0,0.428,0.496,0.42,0.496,0.496,0.688476563
407,1,0,0.424,0.5,0.408,0.5,0.5,0.703515625
408,1,0,0.424,0.504,0.412,0.504,0.504,0.714518229
409,1,0,0.424,0.508,0.412,0.508,0.508,0.720442708
410,1,0,0.424,0.512,0.416,0.512,0.512,0.723697917
411,1,0,0.428,0.52,0.42,0.52,0.52,0.725260417
412,1,0,0.428,0.524,0.416,0.524,0.524,0.727018229
413,1,0,0.432,0.528,0.416,0.528,0.528,0.732389323
414,1,0,0.432,0.532,0.416,0.532,0.532,0.737174479
415,0,0,0.436,0.536,0.42,0.536,0.536,0.740169271
416,0,0,0.436,0.536,0.416,0.536,0.536,0.741373698
417,0,0,0.436,0.536,0.424,0.536,0.536,0.743782552
418,0,0,0.44,0.536,0.42,0.536,0.536,0.746158854
419,0,0,0.44,0.536,0.42,0.536,0.536,0.747428385
420,0,0,0.44,0.536,0.42,0.536,0.536,0.750553385
421,0,0,0.44,0.536,0.42,0.536,0.536,0.752734375
422,0,0,0.44,0.536,0.42,0.536,0.536,0.75406901
423,0,0,0.44,0.536,0.42,0.536,0.536,0.757617188
424,0,0,0.44,0.536,0.42,0.536,0.536,0.762858073
425,0,0,0.44,0.536,0.42,0.536,0.536,0.764355469
426,0,0,0.44,0.532,0.42,0.532,0.532,0.767545573
427,0,0,0.44,0.532,0.42,0.532,0.532,0.770768229
428,0,0,0.44,0.532,0.42,0.532,0.532,0.773730469
429,1,0,0.44,0.536,0.42,0.536,0.536,0.77672526
430,1,0,0.44,0.54,0.42,0.54,0.54,0.780403646
431,1,0,0.44,0.548,0.42,0.548,0.548,0.781998698
432,1,0,0.44,0.552,0.42,0.552,0.552,0.785807292
433,1,0,0.44,0.556,0.424,0.556,0.556,0.78343099
