x,f1,f2,f3,f4,f5,f6,f7,f8
0,0.999940872192383,2.18922942622157E-06,0.420791356563568,0.506073590278626,0.402466978788376,0.506433084249496,0.50446993803978,0.731976985931397
1,0.999999761581421,1.2174883931948E-06,0.418676497459412,0.509232013702393,0.404778056621552,0.511999527692795,0.511297132968903,0.72910270690918
2,0.999966025352478,9.61068624746986E-06,0.418274250030518,0.512789649963379,0.403828814029694,0.513452095508575,0.511614345550537,0.735613965988159
3,0.999999761581421,6.62504980027734E-06,0.415464419364929,0.516086751461029,0.40485165476799,0.519085661888123,0.518496858596802,0.729693126678467
4,0.999947428703308,3.61853358481312E-05,0.415053555011749,0.518673625469208,0.403052434444427,0.519341374397278,0.517956248998642,0.732374811172485
5,1,2.70355251632282E-05,0.41532134437561,0.526357489109039,0.40914720082283,0.530868149280548,0.528655967712402,0.724243068695068
6,0.999998569488525,0.000118663268513,0.417514688014984,0.533425004005432,0.404893022298813,0.533812900543213,0.532416225910187,0.722848510742187
7,1,1.13221632091154E-05,0.418769881248474,0.539858263015747,0.40959991979599,0.541349135398865,0.54111375784874,0.719275426864624
8,0.999995708465576,4.24689044848492E-06,0.422693556785583,0.544125465869904,0.40482720208168,0.544322352409363,0.543470264911652,0.727552556991577
9,0.001457536243834,1.86614482799996E-06,0.416877651691437,0.544271712779999,0.399707671165466,0.54777520608902,0.545722365617752,0.713826370239258
10,1.7404028722132E-20,0.000629447327228,0.41276556301117,0.541883988857269,0.397731162071228,0.539438671588898,0.541836950778961,0.695679235458374
11,8.16731021192635E-15,2.67161623196444E-05,0.413655959606171,0.539409530162811,0.396625944137573,0.536633054256439,0.539463974475861,0.709437274932861
12,5.06340314739186E-17,6.07195427164697E-07,0.41620525598526,0.53654869890213,0.406445722579956,0.534479609251022,0.536315170764923,0.713748693466187
13,6.11541741725452E-13,3.47159265857044E-06,0.41589102602005,0.530956194400787,0.40868895983696,0.534876308679581,0.533314893722534,0.716145133972168
14,2.15662028708354E-13,4.16479685554805E-06,0.417170870304108,0.531885099887848,0.407792133331299,0.530978418111801,0.53185266160965,0.704644680023193
15,1.96833149779252E-09,3.58131043753929E-07,0.41451189661026,0.528951837539673,0.396856758832932,0.527556522130966,0.529497081041336,0.702120780944824
16,8.63471238954361E-11,1.02139451030325E-07,0.414879173755646,0.524247860908508,0.402435328006744,0.522069038391113,0.523339565992355,0.696615791320801
17,2.30714136684185E-09,4.84663946735964E-07,0.414610646724701,0.520597321510315,0.40598988699913,0.523266117334366,0.521925735235214,0.707369184494018
18,2.36299105282889E-11,1.45799711845029E-06,0.414537787914276,0.523955823421478,0.403840057373047,0.522662138700485,0.523292043209076,0.71051549911499
19,1.48670090127645E-10,4.20031726093839E-07,0.413675471305847,0.522530694961548,0.401430819988251,0.522462191581726,0.522698879003525,0.711791276931763
20,1.50089240759073E-14,3.07115261648505E-07,0.41439693403244,0.519707880973816,0.401905640602112,0.51733685541153,0.519103265285492,0.707898950576782
21,7.73307416365721E-13,6.9263245336515E-07,0.414829133987427,0.514554227352142,0.404077494859695,0.5166557700634,0.514813930749893,0.716628503799438
22,2.35076333873481E-15,1.70641481872735E-06,0.415194141387939,0.516089914321899,0.401577789783478,0.514534560680389,0.515813714265823,0.715405035018921
23,4.16236212164023E-11,2.61853936081025E-07,0.413182361125946,0.517143823623657,0.395586564540863,0.516417660951614,0.518123369455337,0.715078783035278
24,5.59574999184354E-12,1.00985889730509E-07,0.413596832752228,0.518010951042175,0.401102389335632,0.515716719865799,0.5172031686306,0.71152172088623
25,4.09958786917741E-08,1.72145835506399E-07,0.416471951007843,0.512264740943909,0.410088099241257,0.513664869785309,0.511760140657425,0.723549222946167
26,8.65199412114492E-10,3.69951397942714E-07,0.417078062057495,0.510852987766266,0.412832208871841,0.509422722578049,0.509086500883102,0.728479433059692
27,5.92497963225469E-06,3.99941817477156E-07,0.41618313407898,0.508628410816193,0.413719259738922,0.509595545768738,0.510360862255096,0.718922901153564
28,7.40289124223636E-07,7.56463299467214E-08,0.415799701213837,0.507689544677734,0.414714078187942,0.506423723459244,0.505894231796265,0.712502479553223
29,1.04307744663856E-07,1.50611750996177E-06,0.415493074893951,0.500567773342133,0.416918362379074,0.505565246343613,0.502267356872559,0.72167067527771
30,1.90127167482013E-11,1.17228181261453E-05,0.414824845790863,0.50348791217804,0.407561762571335,0.503606461048126,0.503244185686111,0.725969314575195
31,5.97182037154198E-08,2.17912604227877E-07,0.414326507091522,0.507824178695679,0.399573521137238,0.506549055814743,0.507241386890411,0.717969942092896
32,1.90491067364462E-09,4.98657503555933E-08,0.417486753940582,0.507184604167938,0.400824739456177,0.505284406661987,0.506393117189407,0.710133123397827
33,1.77241616938773E-08,2.18387317829638E-08,0.418033843517303,0.502904403686523,0.405566993236542,0.50421420955658,0.502399669885635,0.724218606948853
34,1.95110705478348E-13,4.24294117919999E-07,0.417765429973602,0.503263349056244,0.408212734937668,0.50154913187027,0.502050828695297,0.731824445724487
35,7.18037256319803E-08,3.07135438788464E-07,0.418736670017242,0.503564056873322,0.411821897983551,0.506149576902389,0.505113899707794,0.727808284759522
36,2.31338201928111E-08,2.30665672802388E-07,0.420057621002197,0.506988255023956,0.411933026790619,0.50578326010704,0.5054932513237,0.721759843826294
37,0.003931527025998,8.63754139572848E-07,0.418471142292023,0.505092395305633,0.40859965634346,0.507632655143738,0.507015689611435,0.722551822662354
38,3.58329962182324E-05,4.64010904579482E-06,0.415051123142242,0.507516358375549,0.401987025737763,0.505910062074661,0.505077159404755,0.725970888137817
39,1.5479195099033E-06,3.33319046603719E-06,0.415130312919617,0.509294358253479,0.40567866563797,0.509767873764038,0.509277230978012,0.717630434036255
40,3.00948827490488E-12,1.55767903152082E-06,0.41517936372757,0.508502635955811,0.398276106357574,0.506312512159348,0.507813273668289,0.712458992004395
41,6.56025258649606E-06,1.01887135315337E-06,0.415420402526855,0.506205580711365,0.398104557037353,0.505842683553696,0.506041145086289,0.721385192871094
42,8.48817217047326E-06,1.36965649744525E-06,0.414077516078949,0.508576121330261,0.400528770446777,0.507114728689194,0.506784065961838,0.729938697814941
43,3.49160518453573E-06,7.04336702028741E-07,0.414235157966614,0.510878920078278,0.40349794626236,0.511046212673187,0.51055849313736,0.721244716644287
44,8.42734948491852E-09,1.4601667118086E-07,0.41563015127182,0.513787540435791,0.399545947313309,0.512480074882507,0.513393550634384,0.7173415184021
45,1.68948748324738E-08,1.65299566674548E-07,0.414142617225647,0.508833131313324,0.401044392347336,0.510784989118576,0.508920131206512,0.726545810699463
46,1.08098523621952E-12,2.82500275716302E-06,0.412971039772034,0.508830881118774,0.404356852531433,0.507860956192017,0.508368499517441,0.729676103591919
47,5.31971799944131E-09,8.26294235594105E-07,0.412449038982391,0.510654372692108,0.403167893886566,0.511512127637863,0.511288874387741,0.723061180114746
48,7.85028209104866E-10,3.09911505951277E-07,0.414031610488892,0.512408281326294,0.405362914323807,0.510950192689896,0.51166999912262,0.71373291015625
49,2.47429010613587E-09,4.67181266685657E-07,0.414432674407959,0.506361268997192,0.406495597362518,0.507819839000702,0.505737893819809,0.726305055618286
50,3.70811264723339E-13,2.32329214213678E-06,0.414180359840393,0.505808492183685,0.402454829454422,0.504792581796646,0.505366257667542,0.732545471191406
51,7.71299413226956E-10,6.93018370157006E-07,0.414663799285889,0.50718726348877,0.398401921272278,0.507807954311371,0.506585828065872,0.730021667480469
52,2.93772478565657E-10,3.16425620212613E-07,0.41676500749588,0.509828000545502,0.392378723621368,0.50843162894249,0.509611264228821,0.725270223617554
53,8.71912459766977E-13,1.27064886612516E-07,0.415972534179687,0.50492844581604,0.396501162052154,0.507110016345978,0.503713614940643,0.737678003311157
54,3.43164616434276E-22,1.64995996965445E-05,0.414905356884003,0.502568054676056,0.400551162004471,0.500753241062164,0.502735316514969,0.738844585418701
55,1.7530061527477E-16,3.02994104004028E-06,0.417028273582458,0.500870086193085,0.400944574832916,0.502069757938385,0.499891744852066,0.745770215988159
56,5.27935464772004E-21,9.13909778319066E-06,0.417938830375671,0.49996143245697,0.401159421443939,0.497602903842926,0.499324730157852,0.741960906982422
57,4.35078654845711E-05,5.54926379118115E-05,0.41875225019455,0.49588831281662,0.400506741285324,0.498427164554596,0.498161452293396,0.741221952438355
58,0.999977469444275,1.49665869867022E-05,0.417945647716522,0.497456965923309,0.398592596054077,0.497597137212753,0.495399619817734,0.738855743408203
