x-r,y-r,x-s,y-s
-0.812839629,-0.036389796,-0.537584635,0.38394537
-0.832384031,-0.037738236,-0.537584635,0.38394537
-1.083653688,-0.004501663,-2.243343896,-0.080761247
3.379724428,-0.218718291,0.368309916,3.406420202
4.397494453,0.092160782,4.505817181,0.002082601
-1.107938769,0.010251977,-2.198421975,-0.135399344
-0.797899242,-0.031063403,-0.566937353,0.114992504
0.267263864,-0.094825794,-1.846448138,0.211621997
-0.802955919,-0.025032404,-0.610619499,0.113223969
-0.818029255,-0.024130535,-0.610619499,0.113223969
-1.49499377,0.06270375,-2.725016025,0.000711847
2.174014046,-2.125925606,4.505817181,0.002082601
4.337222008,-0.105021438,4.505817181,0.002082601
-1.289820358,0.059232673,-2.587476464,0.075421744
-0.952050397,0.119450097,-0.584227307,-0.00279797
-0.530731233,-0.17042813,-1.954355547,-0.035292721
-0.972976829,0.108245717,-0.627651394,-0.002808438
-0.989792365,0.11833484,-0.627651394,-0.002808438
-0.928924304,0.088135999,-1.819370774,0.042502092
0.492376017,2.195333541,2.386160283,-2.078456495
4.505773924,0.00204747,4.505817181,0.002082601
-2.212972598,0.038596913,-1.704155192,0.004083925
-0.384952586,-0.071923767,-0.595536239,-0.245002077
-2.151772333,0.051983178,-1.396127949,-0.23164214
-0.466062354,-0.055802119,-0.638791536,-0.241397559
-0.428719093,-0.07555539,-0.638791536,-0.241397559
-2.543821425,-0.047911317,-2.910106886,-0.00623092
0.235905022,-1.161511947,0.904329327,-0.024957825
4.505517948,0.0017567,4.505817181,0.002082601
-1.948961392,0.061729166,-2.484708593,-0.054051672
-0.555484632,0.345897485,-1.257349172,-0.248781429
-2.089460995,0.09360822,-2.462484625,-0.162917524
-0.645225862,0.318019994,-1.290726664,-0.245120502
-0.611558507,0.344794099,-1.290726664,-0.245120502
-2.768160544,-0.001311561,-2.996162025,-0.049586111
0.774979407,-3.228308437,4.505817181,0.002082601
4.498503289,-0.000718253,4.505817181,0.002082601
-1.710967162,-0.001963485,-2.137842524,0.044031585
-0.72406361,-0.090392819,-0.196573678,-0.002862756
-1.70732396,-0.073357955,-2.005428155,-0.020163041
-0.795591689,-0.104809245,-0.245783639,-0.002872257
-0.781805871,-0.089818922,-0.245783639,-0.002872257
-2.37434112,0.104942887,-2.743546764,-0.004744703
1.75946175,0.315162971,1.64722015,-0.135615893
4.504897824,0.002915879,4.505817181,0.002082601
-1.964888312,-0.025138181,-2.013433155,-0.0604475
-0.443924699,-0.360125694,-0.516777992,-0.379766603
-1.565339431,-0.142486208,-2.147479278,-0.018203486
-0.507661633,-0.335036379,-0.561208785,-0.374150674
-0.491842595,-0.357515611,-0.561208785,-0.374150674
-2.56870358,0.094702085,-2.127784749,-0.035701342
2.250007758,-2.084086524,-0.256854906,1.231222927
4.49977369,-0.002256577,2.492096247,0.344276386
-1.360101921,0.059218166,-2.060506943,0.036650123
-0.632336352,0.073126493,-1.264209702,-0.111066182
-1.164997644,-0.212317429,-2.066372531,-0.088407035
-0.685334682,0.063630242,-1.297484797,-0.109460707
-0.680352619,0.081468996,-1.297484797,-0.109460707
-2.549465919,-0.00338843,0.753883678,0.341092249
0.71401401,0.540519358,0.0260358,-0.647647096
4.504980776,0.00182471,3.552510541,-0.230691628
-1.732237348,-0.010131272,-2.2009771,0.127471586
-0.477309404,0.340464645,-0.715405629,-0.229325318
-1.127144157,0.342037452,-2.05922007,-0.238127662
-0.534776586,0.32883327,-0.75687183,-0.225954781
-0.518280342,0.34305596,-0.75687183,-0.225954781
-2.610728815,0.041376176,-1.337262931,0.02756701
4.505085701,0.001869812,1.253558148,0.934795732
4.500021861,0.003617988,3.536347392,-0.130437128
-1.052089719,0.01426084,-1.951197609,-0.125800562
-0.822387837,-0.036937545,-0.893809671,-0.078413417
0.329281931,-0.025679383,-2.059119253,-0.040295428
-0.827049009,-0.045536392,-0.932613125,-0.077295297
-0.839026423,-0.043491137,-0.932613125,-0.077295297
-1.576919098,-0.057946985,2.35974455,-0.337270752
0.724469964,0.669253935,2.618743893,-1.375814
4.505473095,0.002151468,4.280017471,-0.325410808
-1.816450634,0.022367201,-2.444089501,0.088915843
-0.749838651,0.159658943,-1.036774581,0.055452338
-1.888784055,-0.007158653,-2.085407642,-0.021312117
-0.822755031,0.151571195,-1.073444231,0.054572462
-0.813406906,0.156698757,-1.073444231,0.054572462
-1.729675447,0.071963747,2.590143797,0.235281878
0.152149447,1.515570254,3.132484417,-1.294609359
4.459896036,-0.040148404,4.505817181,0.002082601
-1.561867334,0.002569089,-1.978933972,0.041842175
-0.487041195,0.077703855,-0.152498704,0.061341955
-1.745541953,0.299541622,-2.428575993,0.120680985
-0.568551192,0.091846592,-0.202366501,0.060374174
-0.541168335,0.083466194,-0.202366501,0.060374174
-2.3082087,0.099045956,-2.694096294,0.013610137
3.640944234,-0.64978461,4.505817181,0.002082601
4.497656899,-0.000918228,4.505817181,0.002082601
-1.132974708,0.033726376,-2.44602286,0.001421456
-0.888012533,0.053268645,-0.416354352,0.000141318
-0.130421668,-0.032580187,-1.928347827,0.058378999
-0.890068574,0.048817246,-0.462284005,8.70E-05
-0.912087717,0.051519052,-0.462284005,8.70E-05
-1.172901324,0.053180925,-2.820715107,0.015862318
0.815516577,-2.385999528,0.983717362,0.716721719
4.505177812,0.00170655,4.505817181,0.002082601
-1.748840179,0.049551811,-2.142452487,0.062637459
-0.519480051,-0.177430403,-1.014947701,0.290432478
-1.607413735,-0.138436616,-2.237445706,0.206704344
-0.600398069,-0.183722152,-1.051943125,0.286045436
-0.572324871,-0.173248384,-1.051943125,0.286045436
-2.87091431,-0.017069855,-2.906704699,-0.003556271
1.399386207,2.316924167,1.144765849,2.729466498
4.503631415,0.002754265,4.505817181,0.002082601
-1.771418744,-0.122088211,-2.409658638,-0.059185618
-0.449435905,-0.105191761,-0.4913595,-0.172937162
-1.519281749,-0.006521733,-2.164578567,-0.128406253
-0.519254456,-0.084582776,-0.536169674,-0.170408239
-0.500499249,-0.107138966,-0.536169674,-0.170408239
-2.749453873,-0.018747037,-2.896349415,0.012897502
2.836545784,1.467984553,2.510870854,-0.380859204
4.49877326,0.004243289,4.118884528,-0.404949961
-1.333010397,-0.020351267,-2.324916818,0.109110346
-1.000442749,-0.046896843,-1.32682796,0.057518317
0.821888696,0.259983599,-2.376981878,0.129669397
-1.001939988,-0.037234529,-1.359168455,0.056607605
-1.009158475,-0.042753949,-1.359168455,0.056607605
-1.33655926,-0.031034706,-1.855153819,-0.016995711
3.005591548,-0.317038011,4.505817181,0.002082601
4.505490081,0.001954588,4.505817181,0.002082601
-1.2711407,0.019480971,-2.177690427,0.053152919
-0.62599123,0.124859256,-0.374438397,0.007361207
-0.275600404,0.079251515,-2.221386237,-0.009586305
-0.64585328,0.123242056,-0.420993661,0.007199109
-0.650491456,0.126979622,-0.420993661,0.007199109
-1.759014983,-0.096477527,-2.776580675,-0.009741977
2.307587575,-1.472243244,4.505817181,0.002082601
4.219184124,0.095655518,4.505817181,0.002082601
-1.035411935,-0.086166097,-1.983540874,-0.031822083
-0.918914833,-0.14250206,-0.081040153,-0.009506079
-0.733864407,-0.133545845,-2.304585593,0.139442465
-0.935006607,-0.137248835,-0.131974496,-0.009416426
-0.955402208,-0.136825359,-0.131974496,-0.009416426
-0.410147418,0.263842782,-2.744038902,-0.004569216
1.147671967,0.257804971,1.756302172,0.405637609
4.505770941,0.002103322,4.505817181,0.002082601
-2.12276095,0.005261886,-1.772253716,0.055214573
-0.426317287,-0.333434097,-1.698877841,0.109759231
-2.108902915,-0.102600441,-1.651181112,0.194413591
-0.502293633,-0.311707076,-1.725665352,0.108068805
-0.478570172,-0.336920192,-1.725665352,0.108068805
-2.624107407,-0.031018435,-3.051850295,0.024230068
0.34657132,-1.023675385,4.505817181,0.002082601
4.505640447,0.001907992,4.505817181,0.002082601
-1.999428496,0.010405473,-2.148278545,-0.03763495
-0.503768269,0.400679942,-0.262590094,0.006078272
-1.912133464,0.150772697,-2.204242428,-0.040789164
-0.585569062,0.375731661,-0.310814736,0.005935323
-0.555620076,0.402778761,-0.310814736,0.005935323
-2.73032078,8.02E-05,-2.755677565,0.00957255
4.013837795,0.497163966,2.513033677,0.377407018
4.505728716,0.002080686,3.958653084,0.246767278
-1.243436682,0.01312436,-2.485838596,-0.045304482
-0.511650335,-0.015672496,-2.884781926,0.028171719
-0.036314088,-0.090115866,-1.845391694,-0.281801974
-0.521547986,-0.0134328,-2.893869376,0.027699017
-0.536537349,-0.015851551,-2.893869376,0.027699017
-1.653446198,0.044141482,1.766006574,0.133105173
3.370516636,-1.282529583,0.894413655,2.69864851
4.396872264,-0.044222199,4.505817181,0.002082601
-1.121324374,0.086563672,-2.206773018,-0.14154062
-0.83717539,0.00140578,-0.551892676,-0.223530533
0.265162453,-0.094569074,-1.806657333,-0.147163545
-0.842175742,-0.000666313,-0.59579937,-0.220246485
-0.859859226,0.002407852,-0.59579937,-0.220246485
-1.476153948,0.102393462,-2.750605331,0.02237168
4.140482103,-0.406059803,1.153276588,-1.751924771
4.390137492,-0.08351948,4.505817181,0.002082601
-1.385645638,-0.025826372,-1.776815255,-0.013705322
-1.158237766,0.01755117,-0.527395895,-0.291360912
0.464764995,-0.006351706,-1.466053363,-0.2521448
-1.136627652,0.015041325,-0.571668212,-0.287064471
-1.167655073,0.019112741,-0.571668212,-0.287064471
0.105752021,0.078598567,-2.622581486,-0.000491505
0.352403793,1.434730498,1.386147382,-0.782144481
4.505509523,0.002075221,4.505817181,0.002082601
-2.081832366,-0.095102034,-2.159888835,0.003506513
-0.372693066,0.28960116,-2.28321807,-0.035065886
-1.980484691,0.172600431,-2.047181934,-0.167770312
-0.458434187,0.280408536,-2.301284086,-0.034594744
-0.420081557,0.28831602,-2.301284086,-0.034594744
-2.652681708,-0.000278551,-3.167938761,-0.024717782
3.206122162,-0.702780717,4.505817181,0.002082601
4.459932925,0.018500869,4.505817181,0.002082601
-1.129462347,0.00052046,-2.545060098,-0.028266786
-0.688193882,-0.155606968,-1.431301548,-0.00649596
-0.069390106,-0.123898688,-2.498961377,0.021439513
-0.720720779,-0.150831207,-1.462082736,-0.006451234
-0.717064974,-0.154523506,-1.462082736,-0.006451234
-2.428012989,0.017464383,-2.499242788,0.05689599
3.136111546,-0.335080843,4.505817181,0.002082601
4.455819662,-0.040015905,4.505817181,0.002082601
-1.107656281,0.036827865,-2.486386803,0.037592811
-0.892056979,0.088850516,-0.423889651,0.008576439
-0.170431838,8.05E-05,-1.921589409,-0.030784683
-0.89378565,0.08553128,-0.469706837,0.008396204
-0.917150513,0.087509484,-0.469706837,0.008396204
-1.0318693,-0.016097469,-2.760931457,0.071635532
1.835109596,-0.319621154,-3.493641115,-0.003499334
4.504712354,0.002544888,4.505817181,0.002082601
-1.560891648,-0.002921998,-2.204694479,-0.033610443
-0.504844624,-0.310767191,-0.846259156,-0.001597996
-1.14508784,-0.364925232,-1.949673535,0.004893795
-0.566178093,-0.302087773,-0.88577232,-0.001626374
-0.551121221,-0.315497095,-0.88577232,-0.001626374
-2.841376194,0.047698599,-2.816780765,-0.017061575
0.861771719,2.739771084,-3.493641115,-0.003499334
4.495198209,0.003992467,4.505817181,0.002082601
-1.409513206,0.108821343,-1.988078076,-0.115931885
-0.572759199,0.106696614,-0.782857641,-0.148110258
-1.02294686,0.207756295,-2.165322211,-0.065037541
-0.639488067,0.121224614,-0.823317096,-0.145951886
-0.61719552,0.106364729,-0.823317096,-0.145951886
-2.855409409,0.047418008,-2.906108366,0.004459048
3.016739629,-0.384464901,-0.629020013,0.626316155
4.499849857,0.008674122,2.467610488,0.525085699
-1.29340257,-0.102080105,-1.93572558,-0.085908007
-0.651024643,-0.165951127,-1.219747267,0.092612704
-0.930355494,-0.065398867,-2.138949232,0.102831512
-0.695177514,-0.161786049,-1.253685981,0.091178196
-0.694800172,-0.169472854,-1.253685981,0.091178196
-2.445500915,-0.080603414,1.099982373,-0.280326979
4.505798745,0.00207119,1.769810544,0.483492345
4.505725479,0.002119832,3.567621298,-0.562487722
-1.192838446,-0.018282159,-2.502115946,0.108284641
-0.604976399,-0.027268111,-2.912914203,0.04487151
-0.03349727,0.035291219,-1.922797393,0.250995138
-0.612828842,-0.029235891,-2.921581769,0.044149557
-0.631114145,-0.02794458,-2.921581769,0.044149557
-1.509096402,0.028722854,1.525893378,-0.055554112
0.80312956,-2.620732892,-3.493641115,-0.003499334
4.504066952,0.000599699,4.505817181,0.002082601
-1.499446448,-0.013950394,-2.216669156,0.076781878
-0.532010615,0.229514188,-0.923365863,0.094475127
-1.031954003,0.055845976,-2.032039111,0.231450499
-0.593751939,0.208425482,-0.96172818,0.093012821
-0.573890038,0.23827316,-0.96172818,0.093012821
-2.839256783,-0.050715639,-2.842321959,0.016991194
0.978440264,3.213026359,0.750933171,3.279148203
4.504842128,0.002701279,4.505817181,0.002082601
-1.919203608,-0.148020307,-2.092197715,-0.126665152
-0.475540589,0.100153234,-0.47384001,0.043699387
-1.68489105,0.223557545,-2.274310498,-0.091016946
-0.54884411,0.11432296,-0.518911668,0.042994929
-0.52644889,0.095108213,-0.518911668,0.042994929
-2.733432867,0.061476024,-2.40894356,0.041635785
1.92279531,2.268913747,4.505817181,0.002082601
4.45538806,0.02622563,4.505817181,0.002082601
-1.254396197,-0.057993202,-2.596129725,0.022241713
-0.578356838,0.0750643,-1.489644223,-0.014481672
-0.783217234,0.082718367,-2.546976769,-0.045383234
-0.63182813,0.07812926,-1.519554624,-0.014317756
-0.620034657,0.069220199,-1.519554624,-0.014317756
-2.539395731,-0.055849944,-2.523116862,-0.058711576
1.991507301,-1.594151874,-0.253515651,0.84397999
4.499707103,-0.004261924,2.492442907,0.015574043
-1.384715329,0.093759468,-2.10039105,0.086934745
-0.610635961,0.186499968,-1.286374453,-0.167550345
-1.203151956,-0.12186049,-2.092157813,-0.098166199
-0.664377421,0.173981069,-1.319318731,-0.165101822
-0.657709945,0.191818281,-1.319318731,-0.165101822
-2.572094411,0.015932717,0.647688122,0.389095089
0.872106487,1.242294591,1.016583364,1.32694941
4.504724663,0.002690501,4.505817181,0.002082601
-1.686652746,-0.010005132,-2.112820316,-0.136777517
-0.503359451,0.245539504,-0.841139293,-0.218505192
-1.280282521,0.408412439,-2.196687168,-0.162481578
-0.57499515,0.24635184,-0.880728873,-0.215296149
-0.551018776,0.247330197,-0.880728873,-0.215296149
-2.836399498,0.020481514,-2.904682919,-0.001747225
1.617563674,-2.995656284,-3.493641115,-0.003499334
4.499582199,-0.001502377,4.505817181,0.002082601
-1.450296692,-0.096443369,-2.089334701,0.112219575
-0.592848417,-0.06873355,-0.84798771,0.104233545
-0.933789867,-0.232713277,-2.126155371,0.159461083
-0.648593241,-0.081517702,-0.887475075,0.102625591
-0.634264785,-0.064338528,-0.887475075,0.102625591
-2.843284434,-0.031047032,-2.902668881,-0.016772001
4.016518842,-0.512974397,1.024898114,-2.375944337
4.38702384,-0.059698703,4.505817181,0.002082601
-1.388265923,-0.026670122,-1.776791678,0.012533089
-1.173693144,0.03152826,-0.53188151,-0.218796086
0.442020071,-0.003109919,-1.459955152,-0.253859517
-1.153217331,0.02461503,-0.576086877,-0.215582702
-1.186933595,0.028357338,-0.576086877,-0.215582702
0.195797787,0.05037577,-2.635209576,-0.005079795
4.505718553,0.002111408,0.027814855,-0.847189624
4.505775529,0.002084701,4.047152312,0.126183675
-1.247205023,-0.012763872,-1.774594156,-0.139885074
-0.692447808,0.010495348,-0.671683714,-0.253937099
0.47660681,-0.029436779,-2.163883055,-0.442200755
-0.691613805,0.01006065,-0.713802481,-0.250199222
-0.705304039,0.011040182,-0.713802481,-0.250199222
-1.422393572,0.061778908,-1.925904789,0.036056322
0.808390086,-2.793457132,0.980918058,1.180741463
4.504924919,0.00145443,4.505817181,0.002082601
-1.743269779,0.064462651,-2.134788624,0.036134602
-0.519110488,-0.094805025,-0.989564385,0.279965366
-1.583197681,-0.055370237,-2.224005635,0.202791612
-0.59970275,-0.10507967,-1.026938665,0.275734549
-0.572392631,-0.087443842,-1.026938665,0.275734549
-2.874652657,-0.022321816,-2.906754102,-0.003958219
-0.619979291,-1.491367074,1.127967775,-2.92868398
4.386233738,-0.127022627,4.505817181,0.002082601
-2.0323071,0.040975533,-1.875574706,0.024851313
-1.249628771,0.098671058,-0.546057626,0.027603682
-1.652934639,0.075727189,-1.476753656,0.123480053
-1.301895155,0.097714734,-0.590051409,0.027139458
-1.299969059,0.098877557,-0.590051409,0.027139458
-0.335980655,0.187287358,-2.911684332,-0.007461351
1.203451675,0.838500212,4.259671208,0.260495697
4.454273664,-0.054146606,4.505817181,0.002082601
-1.631768114,0.059164443,-2.633101892,-0.036998421
-0.527594094,0.290071562,-1.370711609,-0.017317704
-1.61569886,0.103401334,-2.229421112,-0.053344086
-0.597938992,0.282522412,-1.402397124,-0.01711146
-0.581586125,0.281836732,-1.402397124,-0.01711146
-1.994673443,0.342247919,-2.943674584,-0.019190322
0.998486237,-2.491788056,1.107880207,0.804743983
4.50578619,0.002094701,4.505817181,0.002082601
-2.292246687,-0.015819315,-1.806330819,-0.042128709
-0.51813135,0.133582695,-0.525012664,0.34049016
-2.157348473,-0.115309671,-1.453790332,0.338180603
-0.585182655,0.107126979,-0.569320551,0.335355988
-0.562709986,0.136984003,-0.569320551,0.335355988
-2.522884689,0.011678776,-2.913969828,-0.00325177
1.992505077,2.009858016,0.227965,-0.67766572
4.391953815,0.09858895,4.505817181,0.002082601
-1.202460751,-0.075966422,-2.212155492,0.101956954
-0.81265829,0.040073381,-0.518625869,0.315005187
-0.095988861,0.24815025,-1.730664034,0.256739307
-0.832678931,0.051738939,-0.563029081,0.310251388
-0.840171671,0.044930966,-0.563029081,0.310251388
-1.557993054,-0.100912207,-2.854126111,-0.030385713
1.099293736,-2.592626045,0.742605901,-2.437397551
4.504888073,0.00102577,4.505817181,0.002082601
-1.882597976,0.119838285,-2.214647581,0.128706725
-0.534457675,0.214267376,-0.545174475,0.247672302
-1.716573683,0.002820417,-2.276981584,0.12901331
-0.606412247,0.188091604,-0.58918144,0.243923472
-0.5852239,0.216759408,-0.58918144,0.243923472
-2.78536329,-0.000350042,-2.704463482,0.057493938
1.648086645,1.611275872,4.505817181,0.002082601
4.498433449,0.012341032,4.505817181,0.002082601
-1.61356942,-0.099910471,-2.119113571,-0.01657059
-0.746565574,-0.432647524,-0.183368731,0.0092504
-1.528428631,-0.060049809,-1.986165672,0.088435676
-0.808919033,-0.406627661,-0.232775782,0.009060105
-0.800921255,-0.43573406,-0.232775782,0.009060105
-2.207401879,-0.011112337,-2.743894187,-0.001987475
4.505490041,0.002212963,-0.376594929,1.955660991
4.505782956,0.002083906,3.918277811,0.255271384
-1.247811878,-0.010440744,-1.801055521,-0.033918587
-0.594907367,-0.03692087,-0.716970801,-0.012042159
0.331029784,0.071328132,-2.28247419,0.329305446
-0.597965285,-0.033527226,-0.758413641,-0.011914655
-0.607583495,-0.035792428,-0.758413641,-0.011914655
-1.553007941,0.047365821,-1.645817617,-0.078234371
0.115354984,1.22050176,1.266839398,2.688263141
4.386298344,0.064380789,4.505817181,0.002082601
-1.915296584,-0.042216494,-1.876978943,-0.055458944
-1.325690215,-0.198678316,-0.485453526,-0.137543389
-1.12652302,-0.111490833,-1.374969132,-0.097466421
-1.362968283,-0.199165182,-0.530351848,-0.135542731
-1.369139305,-0.206642199,-0.530351848,-0.135542731
0.236919672,-0.342975983,-2.898483848,-0.011249221
2.103168689,-0.248576181,4.505817181,0.002082601
4.460583752,-0.047855175,4.505817181,0.002082601
-1.124192907,0.023364625,-2.548994509,0.00580333
-0.74758157,0.11798868,-1.376445902,-0.01357345
0.481870632,-0.068430296,-2.408862165,-0.178206802
-0.765348793,0.111091633,-1.40804583,-0.01342309
-0.762538498,0.115472549,-1.40804583,-0.01342309
-1.95834277,-0.107031845,-2.296084998,-0.060386747
1.133991879,-2.129437985,1.105912042,-1.444628798
4.505787315,0.002093424,4.505817181,0.002082601
-2.310287554,0.04833595,-1.828195838,0.022653286
-0.485181566,-0.071139256,-0.548458097,0.309484906
-2.128984622,-0.175365854,-1.495369774,0.307508715
-0.555422938,-0.0862833,-0.592416052,0.3048135
-0.528019667,-0.079316742,-0.592416052,0.3048135
-2.51696007,-0.0432598,-2.914451652,-0.001629929
0.743504928,1.675804051,1.991835155,0.237767969
4.505474353,0.00227898,4.275582355,-0.171064398
-1.867869612,-0.000130595,-2.491913536,-0.065733455
-0.737495084,0.044927628,-1.040408808,0.06388271
-1.969190642,0.046822289,-2.105754405,-0.041733194
-0.807760761,0.056919517,-1.077024216,0.062877008
-0.799967685,0.050266022,-1.077024216,0.062877008
-1.3957735,-0.082312178,2.83277121,0.017475167
