x-r,y-r,x-s,y-s
-1.351509472,0.085484603,-1.045020704,0.009555915
0.43647821,-0.251084113,-2.216093769,-0.046125199
-1.330650061,0.096564958,-1.08994133,0.009152897
-1.343871204,0.099481335,-1.08994133,0.009152897
-2.373115604,0.297049141,-3.461648871,-0.006798144
2.288536054,-0.013084095,3.943233567,-0.004597196
3.655990084,0.107102738,3.943233567,-0.004597196
-2.029481629,-0.139620666,-2.693094155,-0.058060355
-1.328705946,-0.125181696,-0.904000504,-0.012384512
-0.978544361,0.187104481,-2.897127866,-0.276337851
-1.298320364,-0.131807546,-0.951025909,-0.01246006
-1.30604579,-0.12426149,-0.951025909,-0.01246006
0.497527306,0.152572729,-3.293587952,-0.014704049
2.088056476,0.003239443,-1.434067515,-2.005827323
3.871957823,-0.086088391,2.5001571,-1.575244015
-1.824999884,-0.026146758,-2.756364694,0.114939876
-1.112066706,-0.142763163,-1.42179906,-0.377671298
-0.334400881,-0.529354469,-2.697890723,-0.081739627
-1.089823979,-0.127388031,-1.461096129,-0.372294805
-1.092317748,-0.128130598,-1.461096129,-0.372294805
-0.793574842,0.054099084,-1.648352553,0.763587202
0.83454513,-2.469062292,3.943233567,-0.004597196
3.193178053,-0.604742534,3.943233567,-0.004597196
-1.842402553,0.104994635,-2.399550906,-0.020155036
-1.270674653,-0.126086409,-0.562783952,0.015731372
-1.320586309,-0.095100534,-2.832232404,-0.340791017
-1.238546892,-0.12641677,-0.614902142,0.015236183
-1.243010726,-0.129103987,-0.614902142,0.015236183
0.877577908,0.887151828,-3.299616495,-0.009231321
1.217951899,-0.018660703,0.403167221,0.06493684
3.615877184,0.143374759,3.943233567,-0.004597196
-1.755845177,-0.159311341,-2.67620166,-0.247764953
-1.588040784,0.102708496,-1.466906104,-0.531646239
-0.66702446,-0.648895984,-2.77992023,-0.17318708
-1.542681069,0.104133048,-1.505529933,-0.523971613
-1.553828422,0.101769264,-1.505529933,-0.523971613
-0.520190677,0.505600024,-3.46636828,-0.019264384
1.711241494,-1.705553997,3.943233567,-0.004597196
3.752745588,-0.11595642,3.943233567,-0.004597196
-1.943495967,0.045915592,-2.707248789,-0.126122074
-1.30799328,-0.176910081,-0.826214441,0.037691435
-1.662816803,-0.293831914,-2.773568928,0.059122839
-1.27582669,-0.176814477,-0.874400832,0.036868484
-1.272133008,-0.173955122,-0.874400832,0.036868484
0.508424784,0.232373818,-3.316838916,-0.005774946
2.442716361,0.076758564,-1.056206442,-2.099855665
3.873066095,-0.077678857,2.742264145,-1.360135341
-1.824151072,-0.040024994,-2.750503493,0.117241469
-1.088558042,-0.162977421,-1.338651234,-0.275090592
-0.281443265,-0.467686214,-2.676693027,-0.076523819
-1.063753537,-0.143831958,-1.379189315,-0.271245154
-1.068564704,-0.146827697,-1.379189315,-0.271245154
-0.815343117,0.023740484,-1.789875366,0.616682882
1.936348025,0.381460097,-2.179841712,-1.534175947
3.869502089,-0.091954023,1.93925286,-1.919262501
-1.863724059,-0.023708427,-2.742393557,0.123904279
-1.184627151,-0.107041751,-1.719118221,-0.610404531
-0.556032137,-0.579919643,-2.687732554,-0.045803427
-1.157508574,-0.095638119,-1.75397769,-0.601554407
-1.159521757,-0.091132088,-1.75397769,-0.601554407
-0.745914447,0.148149316,-1.017750882,1.360723623
1.181378116,-0.89589436,-2.286531629,-1.366162264
3.468481948,-0.40369638,3.018372019,-1.075278853
-1.660448711,-0.035728297,-2.797140864,0.15808333
-1.686716356,-0.186227157,-1.452177139,-0.356286841
-0.927396206,0.50883205,-2.715176077,0.010083455
-1.637175998,-0.190747596,-1.491020804,-0.351229519
-1.644399766,-0.187851543,-1.491020804,-0.351229519
0.450965056,0.690934,-2.591061924,-0.464304885
1.088002068,1.0616596,-4.05470265,-0.017446267
3.487736126,0.33519575,3.943233567,-0.004597196
-1.878580283,0.038293684,-2.789385155,0.41911388
-1.465226676,-0.287666398,-1.443538746,0.557570466
-0.179211358,-0.32949801,-2.55325566,0.290472953
-1.439021802,-0.269176894,-1.482511342,0.548988127
-1.441655206,-0.2526997,-1.482511342,0.548988127
0.077838861,0.728854337,-3.38561824,0.11040423
3.108624395,-0.913979649,-0.698925038,3.517974841
3.551392644,-0.449923735,2.946318398,1.037226372
-1.705742028,-0.019330986,-3.00649921,-0.484976254
-1.434311745,0.067876225,-3.291327673,-0.449801172
-1.481931323,0.034103629,-2.617436517,0.020634728
-1.378823073,0.058618404,-3.302721329,-0.443348114
-1.380924309,0.053919525,-3.302721329,-0.443348114
0.656158677,0.326083394,0.287613741,0.363886387
1.397943149,-0.669653044,0.443344299,-0.727781911
3.788546008,0.09015604,3.606828403,0.233477478
-1.83945636,0.098024279,-2.535133582,-0.415948251
-1.434275848,-0.184756206,-1.17488977,-0.025996182
-1.670535494,-0.200228087,-2.674878889,-0.157153318
-1.390692986,-0.182355382,-1.217872052,-0.025868571
-1.392173441,-0.178925782,-1.217872052,-0.025868571
0.177890156,0.101975568,1.129394336,-0.744985562
1.056751847,0.300197171,3.943233567,-0.004597196
3.685860654,0.059142929,3.943233567,-0.004597196
-1.876849515,0.07485497,-2.727670952,-0.009474622
-1.392727748,-0.019310035,-0.777485163,-0.003404756
-1.366484506,0.533859325,-2.595489107,0.172862853
-1.352331843,-0.018699988,-0.826398857,-0.003614331
-1.357200327,-0.025624578,-0.826398857,-0.003614331
0.405059744,-0.173457663,-3.309408333,-0.017907176
1.406832599,-0.317781399,3.943233567,-0.004597196
3.795574647,0.03965122,3.943233567,-0.004597196
-1.94691815,-0.093747139,-2.651078168,0.183822573
-1.500743662,-0.019406123,-0.737782889,0.037677404
-0.7677979,0.799582568,-2.569103411,-0.003284259
-1.468252451,-0.026903544,-0.787289154,0.036854663
-1.470723121,-0.036368609,-0.787289154,0.036854663
0.18917854,-0.42521331,-3.304676951,-0.010709814
3.943233541,-0.004597216,-2.581186365,-1.83454734
3.942192563,-0.004915578,3.943233567,-0.004597196
-1.746835686,0.031901474,-2.52172958,0.507431248
-0.927198342,0.095601939,-1.243645036,0.414629476
0.33721125,-0.168359683,-2.580413586,-0.07162928
-0.921201176,0.090537996,-1.28560112,0.408180584
-0.918163956,0.087862821,-1.28560112,0.408180584
-1.023624939,-0.124648645,-3.459464887,0.026609271
1.957114794,-2.341217774,3.943233567,-0.004597196
3.418267139,-0.599068557,3.943233567,-0.004597196
-1.7760518,0.173315041,-3.157066062,0.064407178
-1.412605751,-0.018847195,-2.051145076,0.045678066
-0.874622857,0.612292359,-3.106031469,0.028845962
-1.372758359,-0.020007577,-2.08104892,0.044735912
-1.38763922,-0.03700878,-2.08104892,0.044735912
0.691626352,0.450072961,-3.086553814,0.10377968
3.941495094,-0.003074643,2.181761937,0.692530558
3.942087646,-0.004216812,3.715469384,0.152190911
-2.000351108,0.068591538,-2.99620699,0.084088483
-1.209890548,0.145644759,-1.590347313,-0.033338401
-1.081202831,0.056847317,-2.641772299,0.073692753
-1.187680544,0.140548538,-1.627128736,-0.033101205
-1.18477857,0.140570454,-1.627128736,-0.033101205
0.12328734,-0.15986076,1.981247397,-0.891858099
2.463128417,1.874101602,3.943233567,-0.004597196
3.832828257,0.113764777,3.943233567,-0.004597196
-1.915411002,-0.077032186,-3.032782467,0.238170546
-1.37261952,0.141948353,-0.982082656,0.035758664
-1.305822624,0.001014937,-2.47768993,-0.039294316
-1.334980417,0.140271037,-1.027942656,0.034964561
-1.341078707,0.144995263,-1.027942656,0.034964561
-0.023261007,0.169700835,-3.359322663,0.012280738
0.30743731,1.751639617,2.429215574,-1.423703601
3.009846897,0.407511305,3.943233567,-0.004597196
-1.11150983,0.626918123,-2.683711959,-0.28122753
-1.207771199,0.28164904,-0.840219045,-0.362352331
-0.600658784,0.933422831,-3.025414781,0.093673174
-1.154362907,0.305918011,-0.888196412,-0.357204479
-1.165148001,0.300662791,-0.888196412,-0.357204479
2.706263257,0.97222855,-3.304899012,-0.071659612
1.121132615,-1.670647027,0.074319456,1.584284868
3.71807963,-0.279956165,3.943233567,-0.004597196
-1.682564332,0.133689629,-2.97901513,0.244444205
-0.96859219,-0.56650381,-1.729207425,0.597299808
0.083334912,0.179547414,-2.829322365,0.226586272
-0.970343136,-0.542652605,-1.763916309,0.588124494
-0.971804806,-0.553510068,-1.763916309,0.588124494
-1.972639922,0.303893159,-3.468705511,-0.050871202
3.182708776,0.033204153,-1.186478987,2.918625804
3.820785531,-0.018827171,1.890819302,0.822180806
-1.906188648,-0.059405298,-2.497950202,0.098821545
-1.251145959,-0.004365699,-1.794430978,-0.149903394
-1.005646634,-0.213325963,-2.700717897,-0.052177426
-1.209716682,-0.003693256,-1.828166376,-0.147926422
-1.208327535,-0.002989786,-1.828166376,-0.147926422
-0.466451145,0.243545177,0.552164008,1.579355604
1.781032197,-0.790767468,-2.296516334,-1.714356869
3.467083162,-0.254138295,2.742313181,-1.404299806
-1.685128412,-0.02888964,-2.819086204,0.176816786
-1.704751671,-0.198487933,-1.619304367,-0.506698326
-0.725217099,0.607790769,-2.704242943,0.016466307
-1.650813084,-0.204564008,-1.655653595,-0.499396056
-1.658584918,-0.195653613,-1.655653595,-0.499396056
0.482527417,0.655817682,-2.562999207,0.145926395
1.041248771,2.950632878,0.467378374,-1.963741563
3.624781803,-0.083739453,3.943233567,-0.004597196
-1.557141086,-0.164174768,-2.674228818,0.325664384
-1.292461839,-0.241752852,-1.37138458,-0.058239902
-0.100561769,-0.632669138,-2.682987671,-0.178126955
-1.25709873,-0.199589355,-1.411434103,-0.057631042
-1.273009186,-0.196559877,-1.411434103,-0.057631042
-1.36894652,1.137553414,-3.497236995,0.016589178
2.668227247,-0.545473842,-0.283787075,-2.049821061
3.940651736,-0.003854909,3.165018183,-0.911530055
-1.819807052,-0.060929081,-2.76510302,0.076612702
-1.053975389,-0.202677362,-1.245322301,-0.036181774
-0.201905239,-0.325706093,-2.625685162,-0.025456746
-1.037042102,-0.188841816,-1.287253351,-0.03590214
-1.040007023,-0.192544889,-1.287253351,-0.03590214
-0.837241209,-0.005041748,-1.966882225,0.242254208
0.917789262,1.749020368,1.461211907,-1.735484059
2.904880359,0.701029199,3.943233567,-0.004597196
-0.929586969,0.480341412,-2.82026812,-0.36536274
-1.158847656,0.282446358,-1.061483327,-0.566008024
-0.34700478,0.785206269,-3.056465544,-0.062418414
-1.094808623,0.296961501,-1.106158243,-0.557820535
-1.101163185,0.298256881,-1.106158243,-0.557820535
3.057937875,0.537264338,-3.381275334,-0.206446303
3.943233559,-0.004597203,0.587455956,-3.540018304
3.942302783,-0.00467302,3.943233567,-0.004597196
-1.743917707,-0.039980606,-2.960703197,0.126851928
-1.001815449,-0.041041631,-1.674597882,0.238121231
0.42414952,0.032732043,-2.687613712,0.040577718
-0.996287479,-0.040127038,-1.710121834,0.234306791
-0.992765396,-0.038765163,-1.710121834,0.234306791
-0.91711823,-0.049884115,-3.508356967,-0.039793027
-0.182060822,-1.855283341,3.471794435,-0.479874067
2.794817284,-0.612898425,3.943233567,-0.004597196
-1.605378439,0.330224844,-2.406625192,-0.13769707
-1.34069764,-0.146874219,-0.535078245,-0.006095841
-1.22418822,0.12732158,-2.877043747,-0.126164314
-1.301370686,-0.138263503,-0.587609953,-0.00626525
-1.310292229,-0.142288222,-0.587609953,-0.00626525
1.585417791,1.37013734,-3.232574959,0.057490376
2.452150659,1.818881479,-0.904080945,2.542116268
3.533834303,0.53197656,2.711129929,0.794405728
-1.772992461,-0.126140597,-2.514223341,0.201753147
-1.608970001,0.349362093,-1.833435876,0.211946119
-0.548626068,-0.150226205,-2.67226631,0.066353568
-1.563556835,0.343679148,-1.866589111,0.208522352
-1.567608933,0.341958054,-1.866589111,0.208522352
0.614612739,-0.56093357,-1.691494531,0.947689185
3.942486127,-0.005231555,-1.591526359,2.82773521
3.811940022,-0.129747997,2.564962807,1.012361704
-1.748898015,-0.090486509,-2.815794641,-0.531153167
-1.456928424,-0.009093098,-3.073035998,-0.710870446
-1.442808029,-0.152364314,-2.59623937,0.084283946
-1.398894457,-0.013488419,-3.087687739,-0.700520832
-1.397884263,-0.016508244,-3.087687739,-0.700520832
0.407230886,-0.137894518,0.055339663,0.697925131
1.934869299,0.623588352,-1.464710707,2.950931622
3.803974222,0.046943565,3.943233567,-0.004597196
-1.829427079,-0.068153261,-2.691541314,-0.52578246
-1.55236419,0.003022854,-1.510577353,-0.647134634
-1.425910161,-0.433019141,-2.667735853,-0.468871574
-1.507995968,0.004388976,-1.548549372,-0.637736301
-1.50390004,0.003543469,-1.548549372,-0.637736301
0.704219049,-0.156655492,-3.137710462,0.076872287
1.147582103,-2.860535388,-0.040294662,1.27668878
3.821922398,-0.12734701,3.943233567,-0.004597196
-1.691424383,0.204272346,-3.067279645,0.092115177
-0.850025836,-0.363791228,-1.701757738,0.29064164
0.086632612,0.344305679,-2.748216717,0.154650055
-0.857635302,-0.354504589,-1.736876319,0.286043313
-0.858381388,-0.369690165,-1.736876319,0.286043313
-2.095022613,-0.334061147,-3.410466593,-0.171490293
2.668693302,-0.426343563,-0.291888286,-2.164105629
3.940650267,-0.003668194,3.112318622,-0.976826928
-1.823041237,-0.063627239,-2.764294976,0.084202788
-1.057250991,-0.199141711,-1.250645174,-0.06925389
